2024-07-17 15:30:00,836 INFO    StreamThr :2538 [internal.py:wandb_internal():85] W&B internal server running at pid: 2538, started at: 2024-07-17 15:30:00.836366
2024-07-17 15:30:00,837 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: status
2024-07-17 15:30:00,844 INFO    WriterThread:2538 [datastore.py:open_for_write():87] open: /Users/wagnertamas/Documents/Munka/SUMO networks/gym_env_tester/wandb/run-20240717_153000-k48j4vkf/run-k48j4vkf.wandb
2024-07-17 15:30:00,844 DEBUG   SenderThread:2538 [sender.py:send():379] send: header
2024-07-17 15:30:00,870 DEBUG   SenderThread:2538 [sender.py:send():379] send: run
2024-07-17 15:30:01,271 INFO    SenderThread:2538 [dir_watcher.py:__init__():211] watching files in: /Users/wagnertamas/Documents/Munka/SUMO networks/gym_env_tester/wandb/run-20240717_153000-k48j4vkf/files
2024-07-17 15:30:01,271 INFO    SenderThread:2538 [sender.py:_start_run_threads():1188] run started: k48j4vkf with start time 1721223000.836709
2024-07-17 15:30:01,281 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: check_version
2024-07-17 15:30:01,281 DEBUG   SenderThread:2538 [sender.py:send_request():406] send_request: check_version
2024-07-17 15:30:01,382 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: run_start
2024-07-17 15:30:01,394 DEBUG   HandlerThread:2538 [system_info.py:__init__():26] System info init
2024-07-17 15:30:01,394 DEBUG   HandlerThread:2538 [system_info.py:__init__():41] System info init done
2024-07-17 15:30:01,394 INFO    HandlerThread:2538 [system_monitor.py:start():194] Starting system monitor
2024-07-17 15:30:01,394 INFO    SystemMonitor:2538 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-17 15:30:01,395 INFO    HandlerThread:2538 [system_monitor.py:probe():214] Collecting system info
2024-07-17 15:30:01,395 INFO    SystemMonitor:2538 [interfaces.py:start():188] Started cpu monitoring
2024-07-17 15:30:01,399 INFO    SystemMonitor:2538 [interfaces.py:start():188] Started disk monitoring
2024-07-17 15:30:01,402 INFO    SystemMonitor:2538 [interfaces.py:start():188] Started gpuapple monitoring
2024-07-17 15:30:01,403 INFO    SystemMonitor:2538 [interfaces.py:start():188] Started memory monitoring
2024-07-17 15:30:01,404 INFO    SystemMonitor:2538 [interfaces.py:start():188] Started network monitoring
2024-07-17 15:30:02,279 DEBUG   HandlerThread:2538 [system_info.py:probe():152] Probing system
2024-07-17 15:30:02,284 DEBUG   HandlerThread:2538 [system_info.py:_probe_git():137] Probing git
2024-07-17 15:30:02,317 DEBUG   HandlerThread:2538 [system_info.py:_probe_git():145] Probing git done
2024-07-17 15:30:02,317 DEBUG   HandlerThread:2538 [system_info.py:probe():200] Probing system done
2024-07-17 15:30:02,317 DEBUG   HandlerThread:2538 [system_monitor.py:probe():223] {'os': 'macOS-14.5-arm64-arm-64bit', 'python': '3.11.9', 'heartbeatAt': '2024-07-17T13:30:02.279923', 'startedAt': '2024-07-17T13:30:00.831367', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/wagnertamas/Documents/Munka/SUMO networks/gym_env_tester/main_pytorch.py', 'codePathLocal': 'main_pytorch.py', 'codePath': 'main_pytorch.py', 'git': {'remote': 'https://github.com/wagnertamas/gym_env_tester.git', 'commit': '9db7eedea0d1e7aeda87af65fdffde2139416f69'}, 'email': 'wtamas99@yahoo.com', 'root': '/Users/wagnertamas/Documents/Munka/SUMO networks/gym_env_tester', 'host': 'Wagner-MacBook-Pro.local', 'username': 'wagnertamas', 'executable': '/opt/anaconda3/envs/sumo_RL_pytorch/bin/python', 'cpu_count': 12, 'cpu_count_logical': 12, 'disk': {'/': {'total': 926.3517189025879, 'used': 568.8926391601562}}, 'gpuapple': {'type': 'Apple M3 Pro', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 18.0}}
2024-07-17 15:30:02,317 INFO    HandlerThread:2538 [system_monitor.py:probe():224] Finished collecting system info
2024-07-17 15:30:02,317 INFO    HandlerThread:2538 [system_monitor.py:probe():227] Publishing system info
2024-07-17 15:30:02,317 DEBUG   HandlerThread:2538 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-07-17 15:30:03,276 INFO    Thread-12 :2538 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/wagnertamas/Documents/Munka/SUMO networks/gym_env_tester/wandb/run-20240717_153000-k48j4vkf/files/conda-environment.yaml
2024-07-17 15:30:05,771 DEBUG   HandlerThread:2538 [system_info.py:_save_conda():224] Saving conda packages done
2024-07-17 15:30:05,771 INFO    HandlerThread:2538 [system_monitor.py:probe():229] Finished publishing system info
2024-07-17 15:30:05,801 DEBUG   SenderThread:2538 [sender.py:send():379] send: files
2024-07-17 15:30:05,802 INFO    SenderThread:2538 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-07-17 15:30:05,948 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: python_packages
2024-07-17 15:30:05,948 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: stop_status
2024-07-17 15:30:05,948 DEBUG   SenderThread:2538 [sender.py:send_request():406] send_request: python_packages
2024-07-17 15:30:05,949 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:05,949 DEBUG   SenderThread:2538 [sender.py:send_request():406] send_request: stop_status
2024-07-17 15:30:05,949 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: status_report
2024-07-17 15:30:06,276 DEBUG   SenderThread:2538 [sender.py:send():379] send: telemetry
2024-07-17 15:30:06,276 DEBUG   SenderThread:2538 [sender.py:send():379] send: telemetry
2024-07-17 15:30:06,289 INFO    Thread-12 :2538 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/wagnertamas/Documents/Munka/SUMO networks/gym_env_tester/wandb/run-20240717_153000-k48j4vkf/files/conda-environment.yaml
2024-07-17 15:30:06,289 INFO    Thread-12 :2538 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/wagnertamas/Documents/Munka/SUMO networks/gym_env_tester/wandb/run-20240717_153000-k48j4vkf/files/wandb-metadata.json
2024-07-17 15:30:06,289 INFO    Thread-12 :2538 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/wagnertamas/Documents/Munka/SUMO networks/gym_env_tester/wandb/run-20240717_153000-k48j4vkf/files/requirements.txt
2024-07-17 15:30:06,452 INFO    wandb-upload_0:2538 [upload_job.py:push():130] Uploaded file /var/folders/yn/dg_q2mz977vdg9hz0gn6wlzw0000gn/T/tmpyatcymbpwandb/7rb6ffw4-wandb-metadata.json
2024-07-17 15:30:06,950 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:07,953 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:08,957 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:09,961 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:10,954 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: status_report
2024-07-17 15:30:10,965 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:11,312 INFO    Thread-12 :2538 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/wagnertamas/Documents/Munka/SUMO networks/gym_env_tester/wandb/run-20240717_153000-k48j4vkf/files/output.log
2024-07-17 15:30:11,969 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:12,970 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:13,323 INFO    Thread-12 :2538 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/wagnertamas/Documents/Munka/SUMO networks/gym_env_tester/wandb/run-20240717_153000-k48j4vkf/files/output.log
2024-07-17 15:30:13,971 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:14,971 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:15,958 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: status_report
2024-07-17 15:30:15,976 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:16,978 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:17,979 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:18,981 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:19,985 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:20,952 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: stop_status
2024-07-17 15:30:20,953 DEBUG   SenderThread:2538 [sender.py:send_request():406] send_request: stop_status
2024-07-17 15:30:20,988 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:21,217 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: status_report
2024-07-17 15:30:21,993 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:22,998 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:24,000 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:25,004 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:26,006 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:26,973 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: status_report
2024-07-17 15:30:27,007 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:28,010 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:29,011 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:30,013 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:31,018 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:31,884 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: partial_history
2024-07-17 15:30:31,884 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: partial_history
2024-07-17 15:30:31,884 DEBUG   SenderThread:2538 [sender.py:send():379] send: history
2024-07-17 15:30:31,885 DEBUG   SenderThread:2538 [sender.py:send_request():406] send_request: summary_record
2024-07-17 15:30:31,886 INFO    SenderThread:2538 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2024-07-17 15:30:31,886 DEBUG   SenderThread:2538 [sender.py:send():379] send: history
2024-07-17 15:30:31,886 DEBUG   SenderThread:2538 [sender.py:send_request():406] send_request: summary_record
2024-07-17 15:30:31,887 INFO    SenderThread:2538 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2024-07-17 15:30:32,019 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:32,395 INFO    Thread-12 :2538 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/wagnertamas/Documents/Munka/SUMO networks/gym_env_tester/wandb/run-20240717_153000-k48j4vkf/files/wandb-summary.json
2024-07-17 15:30:32,972 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: status_report
2024-07-17 15:30:33,024 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:33,399 INFO    Thread-12 :2538 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/wagnertamas/Documents/Munka/SUMO networks/gym_env_tester/wandb/run-20240717_153000-k48j4vkf/files/output.log
2024-07-17 15:30:33,399 INFO    Thread-12 :2538 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/wagnertamas/Documents/Munka/SUMO networks/gym_env_tester/wandb/run-20240717_153000-k48j4vkf/files/config.yaml
2024-07-17 15:30:34,025 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:35,029 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:35,958 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: stop_status
2024-07-17 15:30:35,958 DEBUG   SenderThread:2538 [sender.py:send_request():406] send_request: stop_status
2024-07-17 15:30:36,032 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:37,034 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:38,037 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:38,148 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: status_report
2024-07-17 15:30:39,042 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:40,045 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:41,049 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:42,051 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:43,056 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-17 15:30:43,279 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: status_report
2024-07-17 15:30:45,444 INFO    Thread-12 :2538 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/wagnertamas/Documents/Munka/SUMO networks/gym_env_tester/wandb/run-20240717_153000-k48j4vkf/files/output.log
2024-07-17 15:30:48,301 DEBUG   HandlerThread:2538 [handler.py:handle_request():158] handle_request: status_report
